idpackets_db,STX,length,"Sequence Number",Direct,CMD,"Sensor ID","Sensor Number",Data,Checksum,ETX,Time
8485,33,002e,49,91,36,23,01,ffff0c4b004800310031003100480052005200480048004f003a00000000000410076400f6ff,0b,55,"12/03/2022, 17:13:20.481561"
8486,33,0052,4a,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31363a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,fe,55,"12/03/2022, 17:13:20.675162"
8487,33,002e,4b,91,36,24,01,ffff0c140016001500140012001a001600180016000e0016001700000000000410076400f6ff,e1,55,"12/03/2022, 17:13:20.868210"
8488,33,0052,4c,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31363a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,01,55,"12/03/2022, 17:13:21.061078"
8489,33,001d,4d,91,36,25,01,ffff0c2800000001ff06000000000410076400f6ff,03,55,"12/03/2022, 17:13:24.416675"
8490,33,0052,4e,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31363a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,04,55,"12/03/2022, 17:13:24.609839"
8491,33,0074,4f,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a31325d20526563762042696f20446174612050445b315d204143545b315d2042525b31375d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,30,55,"12/03/2022, 17:13:29.344539"
8492,33,0074,50,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a31375d20526563762042696f20446174612050445b315d204143545b375d2042525b32335d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,39,55,"12/03/2022, 17:13:29.730908"
8493,33,0074,51,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a32325d20526563762042696f20446174612050445b315d204143545b315d2042525b32305d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,2d,55,"12/03/2022, 17:13:34.562807"
8494,33,0074,52,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a32375d20526563762042696f20446174612050445b315d204143545b375d2042525b31375d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3f,55,"12/03/2022, 17:13:39.581525"
8495,33,0074,53,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a33325d20526563762042696f20446174612050445b315d204143545b315d2042525b31395d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,38,55,"12/03/2022, 17:13:44.610098"
8496,33,0074,54,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a33375d20526563762042696f20446174612050445b315d204143545b315d2042525b31315d2048525b36355d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,34,55,"12/03/2022, 17:13:49.729410"
8497,33,0074,55,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a34325d20526563762042696f20446174612050445b315d204143545b375d2042525b31355d2048525b39385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,41,55,"12/03/2022, 17:13:54.568132"
8498,33,0074,56,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a34375d20526563762042696f20446174612050445b315d204143545b345d2042525b32305d2048525b34395d20585b3235345d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3b,55,"12/03/2022, 17:13:59.590302"
8499,33,0074,57,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a35325d20526563762042696f20446174612050445b315d204143545b385d2042525b31375d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,43,55,"12/03/2022, 17:14:04.614632"
8500,33,006f,58,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31363a35365d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33355d,66,55,"12/03/2022, 17:14:08.937619"
8501,33,0073,59,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a35365d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33365d,d6,55,"12/03/2022, 17:14:09.130653"
8502,33,0074,5a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31363a35375d20526563762042696f20446174612050445b315d204143545b315d2042525b32325d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,40,55,"12/03/2022, 17:14:09.730460"
8503,33,0070,5b,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31363a35375d2052656376204b4120446f6f72205b325d204261745b3139305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d32375d,1d,55,"12/03/2022, 17:14:09.924625"
8504,33,0036,5c,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31373a30315d20203d3d3d3e2041444320417665725b323631305d,d9,55,"12/03/2022, 17:14:13.464971"
8505,33,0074,5d,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a30325d20526563762042696f20446174612050445b315d204143545b325d2042525b31365d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,3e,55,"12/03/2022, 17:14:14.571748"
8506,33,0074,5e,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a30375d20526563762042696f20446174612050445b315d204143545b315d2042525b31345d2048525b35385d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,41,55,"12/03/2022, 17:14:19.596857"
8507,33,002e,5f,91,36,23,01,ffff0c3a003a003a003a003a004100620031003a003a003a003a00000000000411076400f6ff,d5,55,"12/03/2022, 17:14:20.308483"
8508,33,0052,60,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31373a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,15,55,"12/03/2022, 17:14:20.695366"
8509,33,002e,61,91,36,24,01,ffff0c110017001400110013000b000f0014001100160010000e00000000000411076400f6ff,cd,55,"12/03/2022, 17:14:20.888821"
8510,33,0052,62,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31373a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,18,55,"12/03/2022, 17:14:21.081813"
8511,33,001d,63,91,36,25,01,ffff0c2900000001ff06000000000411076400f6ff,1b,55,"12/03/2022, 17:14:24.433019"
8512,33,0052,64,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31373a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,1b,55,"12/03/2022, 17:14:24.626065"
8513,33,0074,65,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a31325d20526563762042696f20446174612050445b315d204143545b375d2042525b31375d2048525b36305d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,46,55,"12/03/2022, 17:14:29.357208"
8514,33,0074,66,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a31375d20526563762042696f20446174612050445b315d204143545b375d2042525b31375d2048525b36355d20585b3235355d20595b355d204261745b3130305d20436f6d5b305d20525353495b2d31305d,50,55,"12/03/2022, 17:14:29.550342"
8515,33,0072,67,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a32325d20526563762042696f20446174612050445b315d204143545b315d2042525b31385d2048525b39315d20585b305d20595b355d204261745b3130305d20436f6d5b305d20525353495b2d31305d,d9,55,"12/03/2022, 17:14:34.576222"
8516,33,0074,68,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a32375d20526563762042696f20446174612050445b315d204143545b335d2042525b32345d2048525b36375d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,50,55,"12/03/2022, 17:14:39.607973"
8517,33,0074,69,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a33325d20526563762042696f20446174612050445b315d204143545b325d2042525b32355d2048525b39315d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,4a,55,"12/03/2022, 17:14:44.723456"
8518,33,0074,6a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a33375d20526563762042696f20446174612050445b315d204143545b385d2042525b31375d2048525b35335d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,55,55,"12/03/2022, 17:14:49.559818"
8519,33,0074,6b,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a34325d20526563762042696f20446174612050445b315d204143545b325d2042525b32385d2048525b35335d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,4e,55,"12/03/2022, 17:14:54.582959"
8520,33,0074,6c,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a34375d20526563762042696f20446174612050445b315d204143545b315d2042525b31355d2048525b35335d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,4f,55,"12/03/2022, 17:14:59.607391"
8521,33,0074,6d,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a35325d20526563762042696f20446174612050445b315d204143545b315d2042525b32325d2048525b36355d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,4d,55,"12/03/2022, 17:15:04.728116"
8522,33,006f,6e,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31373a35365d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33365d,7e,55,"12/03/2022, 17:15:08.957566"
8523,33,0073,6f,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a35365d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33375d,ee,55,"12/03/2022, 17:15:09.344909"
8524,33,0074,70,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31373a35375d20526563762042696f20446174612050445b315d204143545b375d2042525b32385d2048525b35315d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,5c,55,"12/03/2022, 17:15:09.537922"
8525,33,005b,71,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a30315d20526561642054656d7020446174612054656d705b32352e3527435d204261745b3130305d20436f6d5b305d20525353495b2d31305d,df,55,"12/03/2022, 17:15:13.984284"
8526,33,0058,72,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a30315d20526561642048756d20446174612048756d5b33372e34255d204261745b3130305d20436f6d5b305d20525353495b2d31305d,c2,55,"12/03/2022, 17:15:14.176859"
8527,33,0036,73,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31383a30315d20203d3d3d3e2041444320417665725b323631305d,f1,55,"12/03/2022, 17:15:14.368445"
8528,33,0074,74,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a30325d20526563762042696f20446174612050445b315d204143545b315d2042525b32345d2048525b36375d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,54,55,"12/03/2022, 17:15:14.561022"
8529,33,0074,75,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a30375d20526563762042696f20446174612050445b315d204143545b345d2042525b32345d2048525b36375d20585b3235345d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,5c,55,"12/03/2022, 17:15:19.616004"
8530,33,002e,76,91,36,23,01,ffff0c3c0041005b0043005b003500350035004100330043004300000000000412076400f6ff,1e,55,"12/03/2022, 17:15:20.329971"
8531,33,0052,77,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31383a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,2d,55,"12/03/2022, 17:15:20.522602"
8532,33,002e,78,91,36,24,01,ffff0c1100110012001800190011001c000f0016001c0018001800000000000412076400f6ff,15,55,"12/03/2022, 17:15:20.718802"
8533,33,0052,79,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31383a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,30,55,"12/03/2022, 17:15:20.912286"
8534,33,001d,7a,91,36,25,01,ffff0c2c00000001fe06000000000412076400f6ff,35,55,"12/03/2022, 17:15:21.105167"
8535,33,0052,7b,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31383a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,33,55,"12/03/2022, 17:15:24.353602"
8536,33,0074,7c,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a31325d20526563762042696f20446174612050445b315d204143545b385d2042525b32325d2048525b36375d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,62,55,"12/03/2022, 17:15:24.546639"
8537,33,0074,7d,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a31375d20526563762042696f20446174612050445b315d204143545b325d2042525b32305d2048525b36335d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,5c,55,"12/03/2022, 17:15:29.574550"
8538,33,0074,7e,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a32325d20526563762042696f20446174612050445b315d204143545b335d2042525b31345d2048525b36335d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,5d,55,"12/03/2022, 17:15:34.600661"
8539,33,0072,7f,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a32375d20526563762042696f20446174612050445b315d204143545b385d2042525b31345d2048525b36335d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,fa,55,"12/03/2022, 17:15:39.720065"
8540,33,0074,80,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a33325d20526563762042696f20446174612050445b315d204143545b385d2042525b31365d2048525b36375d20585b3235345d20595b355d204261745b3130305d20436f6d5b305d20525353495b2d31305d,69,55,"12/03/2022, 17:15:44.557881"
8541,33,0072,81,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a33375d20526563762042696f20446174612050445b315d204143545b355d2042525b32315d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,fc,55,"12/03/2022, 17:15:49.579685"
8542,33,0072,82,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a34325d20526563762042696f20446174612050445b315d204143545b385d2042525b32335d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,fe,55,"12/03/2022, 17:15:54.602394"
8543,33,0074,83,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a34375d20526563762042696f20446174612050445b315d204143545b335d2042525b31385d2048525b36375d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,71,55,"12/03/2022, 17:15:59.722203"
8544,33,0074,84,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a35325d20526563762042696f20446174612050445b315d204143545b365d2042525b32305d2048525b36375d20585b3235325d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,67,55,"12/03/2022, 17:16:04.556572"
8545,33,006f,85,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31383a35365d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33335d,93,55,"12/03/2022, 17:16:09.081218"
8546,33,0073,86,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a35365d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33335d,02,55,"12/03/2022, 17:16:09.275360"
8547,33,0073,87,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31383a35375d20526563762042696f20446174612050445b315d204143545b31305d2042525b31375d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,36,55,"12/03/2022, 17:16:09.661736"
8548,33,0036,88,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31393a30315d20203d3d3d3e2041444320417665725b323630395d,0f,55,"12/03/2022, 17:16:13.312633"
8549,33,0074,89,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a30325d20526563762042696f20446174612050445b315d204143545b385d2042525b31335d2048525b36375d20585b3235355d20595b355d204261745b3130305d20436f6d5b305d20525353495b2d31305d,6e,55,"12/03/2022, 17:16:14.611002"
8550,33,0072,8a,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a30375d20526563762042696f20446174612050445b315d204143545b355d2042525b31375d2048525b36375d20585b305d20595b375d204261745b3130305d20436f6d5b305d20525353495b2d31305d,09,55,"12/03/2022, 17:16:19.732419"
8551,33,002e,8b,91,36,23,01,ffff0c43003f003f003f0043004300430043004300430043004300000000000413076400f6ff,3d,55,"12/03/2022, 17:16:20.443086"
8552,33,0052,8c,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31393a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,43,55,"12/03/2022, 17:16:20.636172"
8553,33,002e,8d,91,36,24,01,ffff0c160014000e000e001000150017001200140011000d001100000000000413076400f6ff,ff,55,"12/03/2022, 17:16:20.828171"
8554,33,0052,8e,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31393a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,46,55,"12/03/2022, 17:16:21.021000"
8555,33,001d,8f,91,36,25,01,ffff0c4a000000010007000000000413076400f6ff,6c,55,"12/03/2022, 17:16:24.379720"
8556,33,0052,90,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31393a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,49,55,"12/03/2022, 17:16:24.571689"
8557,33,0072,91,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a31325d20526563762042696f20446174612050445b315d204143545b385d2042525b31395d2048525b36375d20585b305d20595b355d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0f,55,"12/03/2022, 17:16:29.405119"
8558,33,0072,92,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a31375d20526563762042696f20446174612050445b315d204143545b315d2042525b32355d2048525b36375d20585b305d20595b355d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0b,55,"12/03/2022, 17:16:29.599098"
8559,33,0072,93,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a32325d20526563762042696f20446174612050445b315d204143545b335d2042525b31385d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,0d,55,"12/03/2022, 17:16:34.623749"
8560,33,0072,94,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a32375d20526563762042696f20446174612050445b315d204143545b375d2042525b32345d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,14,55,"12/03/2022, 17:16:39.549294"
8561,33,0072,95,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a33325d20526563762042696f20446174612050445b315d204143545b315d2042525b32325d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,09,55,"12/03/2022, 17:16:44.571762"
8562,33,0072,96,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a33375d20526563762042696f20446174612050445b315d204143545b375d2042525b32315d2048525b36375d20585b305d20595b355d204261745b3130305d20436f6d5b305d20525353495b2d31305d,13,55,"12/03/2022, 17:16:49.598668"
8563,33,0072,97,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a34325d20526563762042696f20446174612050445b315d204143545b345d2042525b31395d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,15,55,"12/03/2022, 17:16:54.720066"
8564,33,0074,98,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a34375d20526563762042696f20446174612050445b315d204143545b345d2042525b32315d2048525b36375d20585b3235355d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,82,55,"12/03/2022, 17:16:59.559342"
8565,33,0072,99,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a35325d20526563762042696f20446174612050445b315d204143545b385d2042525b31395d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,1c,55,"12/03/2022, 17:17:04.580168"
8566,33,006f,9a,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31393a35365d2052656376204b4120504952205b325d204261745b3230305d2053656e73696e6720506572696f645b31343430305d205265706f727420506572696f645b31343430305d20525353495b2d33325d,a8,55,"12/03/2022, 17:17:09.101015"
8567,33,0073,9b,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a35365d20526563762050495220446174612049445b307834345d204e756d5b3078325d20436e745b305d204d61736b5b3078202020305d204261745b3130305d20436f6d5b305d20525353495b2d33325d,17,55,"12/03/2022, 17:17:09.293888"
8568,33,0016,9c,91,36,44,02,000005000000000413386400e00f,66,55,"12/03/2022, 17:17:09.486713"
8569,33,0052,9d,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a31393a35375d2053656e736f722044617461205265706f72742049445b307834345d204e756d5b3078325d204757204261745b3130305d,5c,55,"12/03/2022, 17:17:09.679497"
8570,33,0076,9e,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a31393a35375d20526563762042696f20446174612050445b315d204143545b31325d2042525b32345d2048525b36375d20585b3234345d20595b31305d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e6,55,"12/03/2022, 17:17:09.872237"
8571,33,009a,9f,91,37,ff,ff,0b0802006400f600000000000000000001ffffff12016400f600000000000000000001ffffff13016400f600000000000000000001ffffff40016400f619000000000004120101ffffff41016400f625000000000004120101ffffff23016400f643000000000004133901ffffff24016400f618000000000004133901ffffff25016400f60c00000000000413390101f40a,b2,55,"12/03/2022, 17:17:14.125894"
8572,33,003a,a0,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a32303a30315d2053656e6420506572696f6420446174612047575b3135365d,a8,55,"12/03/2022, 17:17:14.318409"
8573,33,005b,a1,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a30315d20526561642054656d7020446174612054656d705b32352e3627435d204261745b3130305d20436f6d5b305d20525353495b2d31305d,09,55,"12/03/2022, 17:17:14.511522"
8574,33,0057,a2,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a30315d20526563762054656d7020446174612054656d705b32355d204261745b3130305d20436f6d5b305d20525353495b2d31305d,4c,55,"12/03/2022, 17:17:14.704149"
8575,33,0058,a3,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a30315d20526561642048756d20446174612048756d5b33372e34255d204261745b3130305d20436f6d5b305d20525353495b2d31305d,ec,55,"12/03/2022, 17:17:14.897399"
8576,33,0055,a4,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a30315d20526563762048756d20446174612048756d5b33375d204261745b3130305d20436f6d5b305d20525353495b2d31305d,77,55,"12/03/2022, 17:17:15.091231"
8577,33,0036,a5,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a32303a30315d20203d3d3d3e2041444320417665725b323631305d,1c,55,"12/03/2022, 17:17:15.284323"
8578,33,0076,a6,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a30325d20526563762042696f20446174612050445b315d204143545b31365d2042525b31355d2048525b36375d20585b3234345d20595b31315d204261745b3130305d20436f6d5b305d20525353495b2d31305d,e1,55,"12/03/2022, 17:17:16.558901"
8579,33,006b,a7,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a32303a30345d2052656376204b412042746e205b315d204261745b3230305d2053656e73696e6720506572696f645b3630305d205265706f727420506572696f645b3630305d20525353495b2d34315d,14,55,"12/03/2022, 17:17:16.751846"
8580,33,0073,a8,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a30375d20526563762042696f20446174612050445b315d204143545b31355d2042525b32315d2048525b36355d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,49,55,"12/03/2022, 17:17:19.567995"
8581,33,002e,a9,91,36,23,01,ffff0c430043004300430043004300430043004300430043004100000000000414076400f6ff,66,55,"12/03/2022, 17:17:20.472310"
8582,33,0052,aa,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a32303a30385d2053656e736f722044617461205265706f72742049445b307832335d204e756d5b3078315d204757204261745b3130305d,59,55,"12/03/2022, 17:17:20.664905"
8583,33,002e,ab,91,36,24,01,ffff0c13001900120018001600150013001500130018000f001500000000000414076400f6ff,3f,55,"12/03/2022, 17:17:20.857925"
8584,33,0052,ac,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a32303a30385d2053656e736f722044617461205265706f72742049445b307832345d204e756d5b3078315d204757204261745b3130305d,5c,55,"12/03/2022, 17:17:21.051730"
8585,33,001d,ad,91,36,25,01,ffff0c56000000010006000000000414076400f6ff,96,55,"12/03/2022, 17:17:24.404625"
8586,33,0052,ae,91,80,ff,ff,5b475d5b303030302e30302e30305d5b30343a32303a30385d2053656e736f722044617461205265706f72742049445b307832355d204e756d5b3078315d204757204261745b3130305d,5f,55,"12/03/2022, 17:17:24.597940"
8587,33,0072,af,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a31325d20526563762042696f20446174612050445b315d204143545b375d2042525b32345d2048525b38345d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,20,55,"12/03/2022, 17:17:29.429609"
8588,33,0072,b0,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a31375d20526563762042696f20446174612050445b315d204143545b325d2042525b32315d2048525b36305d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,18,55,"12/03/2022, 17:17:29.623045"
8589,33,0072,b1,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a32325d20526563762042696f20446174612050445b315d204143545b385d2042525b31395d2048525b38345d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,28,55,"12/03/2022, 17:17:34.541551"
8590,33,0072,b2,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a32375d20526563762042696f20446174612050445b315d204143545b375d2042525b31385d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,2d,55,"12/03/2022, 17:17:39.574984"
8591,33,0072,b3,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a33325d20526563762042696f20446174612050445b315d204143545b335d2042525b31345d2048525b36375d20585b305d20595b375d204261745b3130305d20436f6d5b305d20525353495b2d31305d,23,55,"12/03/2022, 17:17:44.598772"
8592,33,0072,b4,91,80,ff,ff,5b4556454e545d5b303030302e30302e30305d5b30343a32303a33375d20526563762042696f20446174612050445b315d204143545b385d2042525b31375d2048525b36375d20585b305d20595b365d204261745b3130305d20436f6d5b305d20525353495b2d31305d,30,55,"12/03/2022, 17:17:49.623517"
